"","queryHits","subjectHits","locus"
"699",1,89453,"BnaC03g51370D"
"700",1,89613,"BnaC03g49770D"
"701",1,89614,"BnaC03g49760D"
"702",1,89615,"BnaC03g49750D"
"703",1,89616,"BnaC03g49740D"
"704",1,89617,"BnaC03g49730D"
"705",1,89618,"BnaC03g49720D"
"706",1,89619,"BnaC03g49710D"
"707",1,89620,"BnaC03g49700D"
"708",1,89621,"BnaC03g49690D"
"709",1,89622,"BnaC03g49680D"
"710",1,89623,"BnaC03g49670D"
"711",1,89624,"BnaC03g49660D"
"712",1,89625,"BnaC03g49650D"
"713",1,89626,"BnaC03g49640D"
"714",1,89627,"BnaC03g49630D"
"715",1,89628,"BnaC03g49620D"
"716",1,89629,"BnaC03g49610D"
"717",1,89630,"BnaC03g49600D"
"718",1,89631,"BnaC03g49590D"
"719",1,89632,"BnaC03g49580D"
"720",1,89633,"BnaC03g49570D"
"721",1,89634,"BnaC03g49560D"
"722",1,89635,"BnaA03g16850D"
"723",1,89636,"BnaA03g16840D"
"724",1,89637,"BnaA03g16830D"
"725",1,89638,"BnaA03g16820D"
"726",1,89639,"BnaA03g16810D"
"727",1,89640,"BnaA03g16800D"
"728",1,89641,"BnaA03g16790D"
"729",1,89642,"BnaA03g16780D"
"730",1,89643,"BnaA03g16770D"
"731",1,89644,"BnaA03g16760D"
"732",1,89645,"BnaA03g16750D"
"733",1,89646,"BnaA03g16740D"
"734",1,89647,"BnaA03g16730D"
"735",1,89648,"BnaA03g16720D"
"736",1,89649,"BnaA03g16710D"
"737",1,89650,"BnaA03g16700D"
"738",1,89651,"BnaA03g16690D"
"739",1,89652,"BnaA03g16680D"
"740",1,89653,"BnaA03g16670D"
"741",1,89654,"BnaA03g16660D"
"742",1,89655,"BnaA03g16650D"
"743",1,89656,"BnaA03g16640D"
"744",1,89657,"BnaA03g16630D"
"745",1,89658,"BnaA03g16620D"
"746",1,89659,"BnaA03g16610D"
"747",1,89660,"BnaA03g16600D"
"748",1,89661,"BnaA03g16590D"
"749",1,89662,"BnaA03g16580D"
"750",1,89663,"BnaA03g16570D"
"751",1,89664,"BnaA03g16560D"
"752",1,89665,"BnaA03g16550D"
"753",1,89666,"BnaA03g16540D"
"754",1,89667,"BnaA03g16530D"
"755",1,89668,"BnaA03g16520D"
"756",1,89669,"BnaA03g16510D"
"757",1,89670,"BnaA03g16500D"
"758",1,89671,"BnaA03g16490D"
"759",1,89672,"BnaA03g16480D"
"760",1,89673,"BnaA03g16470D"
"761",1,89674,"BnaA03g16460D"
"762",1,89675,"BnaA03g16450D"
"763",1,89676,"BnaA03g16440D"
"764",1,89677,"BnaA03g16430D"
"765",1,89678,"BnaA03g16420D"
"766",1,89679,"BnaA03g16410D"
"767",1,89680,"BnaA03g16400D"
"768",1,89681,"BnaA03g16390D"
"769",1,89682,"BnaA03g16380D"
"770",1,89683,"BnaA03g16370D"
"771",1,89684,"BnaA03g16360D"
"772",1,89685,"BnaA03g16350D"
"773",1,89686,"BnaA03g16340D"
"774",1,89687,"BnaA03g16330D"
"775",1,89688,"BnaA03g16320D"
"776",1,89689,"BnaA03g16310D"
"777",1,89690,"BnaA03g16300D"
"778",1,89691,"BnaA03g16290D"
"779",1,89692,"BnaA03g16280D"
"780",1,89693,"BnaA03g16270D"
"781",1,89694,"BnaA03g16260D"
"782",1,89695,"BnaA03g16250D"
"783",1,89696,"BnaA03g16240D"
"784",1,89697,"BnaA03g16230D"
"785",1,89698,"BnaA03g16220D"
"786",1,89699,"BnaA03g16210D"
"787",1,89700,"BnaA03g16200D"
"788",1,89701,"BnaA03g16190D"
"789",1,89702,"BnaA03g16180D"
"790",1,89703,"BnaA03g16170D"
"791",1,89704,"BnaA03g16160D"
"792",1,89705,"BnaA03g16150D"
"793",1,89706,"BnaA03g16140D"
"794",1,89707,"BnaA03g16130D"
"795",1,89708,"BnaA03g16120D"
"796",1,89718,"BnaA03g16020D"
"797",1,89719,"BnaA03g16010D"
"798",1,89720,"BnaA03g16000D"
"799",1,89721,"BnaA03g15990D"
"800",1,89722,"BnaA03g15980D"
"801",1,89723,"BnaA03g15970D"
"802",1,89724,"BnaA03g15960D"
"803",1,89725,"BnaA03g15950D"
"804",1,89726,"BnaA03g15940D"
"805",1,89727,"BnaA03g15930D"
"806",1,89728,"BnaA03g15920D"
"807",1,89729,"BnaA03g15910D"
"808",1,89730,"BnaA03g15900D"
"809",1,89731,"BnaA03g15890D"
"810",1,89732,"BnaA03g15880D"
"811",1,89733,"BnaA03g15870D"
"812",1,89734,"BnaA03g15860D"
"813",1,89735,"BnaA03g15850D"
"814",1,89736,"BnaA03g15840D"
"815",1,89737,"BnaA03g15830D"
"816",1,89738,"BnaA03g15820D"
"817",1,89739,"BnaA03g15810D"
"818",1,89740,"BnaA03g15800D"
"819",1,89741,"BnaA03g15790D"
"820",1,89742,"BnaA03g15780D"
"821",1,89743,"BnaA03g15770D"
"822",1,89744,"BnaA03g15760D"
"823",1,89745,"BnaA03g15750D"
"824",1,89746,"BnaA03g15740D"
"825",1,89747,"BnaA03g15730D"
"826",1,89748,"BnaA03g15720D"
"827",1,89749,"BnaA03g15710D"
"828",1,89750,"BnaA03g15700D"
"829",1,89751,"BnaA03g15690D"
"830",1,89752,"BnaA03g15680D"
"831",1,89753,"BnaA03g15670D"
"832",1,89754,"BnaA03g15660D"
"833",1,89755,"BnaA03g15650D"
"834",1,89756,"BnaA03g15640D"
"835",1,89757,"BnaA03g15630D"
"836",1,89758,"BnaA03g15620D"
"837",1,89759,"BnaA03g15610D"
"838",1,89760,"BnaA03g15600D"
"839",1,89761,"BnaA03g15590D"
"840",1,89762,"BnaA03g15580D"
"841",1,89763,"BnaA03g15570D"
"842",1,89764,"BnaA03g15560D"
"843",1,89765,"BnaA03g15550D"
"844",1,89766,"BnaA03g15540D"
"845",1,89767,"BnaA03g15530D"
"846",1,89768,"BnaA03g15520D"
"847",1,89769,"BnaA03g15510D"
"848",1,89770,"BnaA03g15500D"
"849",1,89771,"BnaA03g15490D"
"850",1,89772,"BnaA03g15480D"
"851",1,89773,"BnaA03g15470D"
"852",1,89774,"BnaA03g15460D"
"853",1,89775,"BnaA03g15450D"
"854",1,89776,"BnaA03g15440D"
"855",1,89777,"BnaA03g15430D"
"856",1,89778,"BnaA03g15420D"
"857",1,89779,"BnaA03g15410D"
"858",1,89780,"BnaA03g15400D"
"859",1,89781,"BnaA03g15390D"
"860",1,89782,"BnaA03g15380D"
"861",1,89783,"BnaA03g15370D"
"862",1,89784,"BnaA03g15360D"
"863",1,89785,"BnaA03g15350D"
"864",1,89786,"BnaA03g15340D"
"865",1,89787,"BnaA03g15330D"
"866",1,89788,"BnaA03g15320D"
"867",1,89789,"BnaA03g15310D"
"868",1,89790,"BnaA03g15300D"
"869",1,89791,"BnaA03g15290D"
"870",1,89792,"BnaA03g15280D"
"871",1,89793,"BnaA03g15270D"
"872",1,89794,"BnaA03g15260D"
"873",1,89795,"BnaA03g15250D"
"874",1,89796,"BnaA03g15240D"
"875",1,89797,"BnaA03g15230D"
"876",1,89798,"BnaA03g15220D"
"877",1,89799,"BnaA03g15210D"
"878",1,89800,"BnaA03g15200D"
"879",1,89801,"BnaA03g15190D"
"880",1,89802,"BnaA03g15180D"
"881",1,89803,"BnaA03g15170D"
"882",1,89804,"BnaA03g15160D"
"883",1,89805,"BnaA03g15150D"
"884",1,89806,"BnaA03g15140D"
"885",1,89807,"BnaA03g15130D"
"886",1,89808,"BnaA03g15120D"
"887",1,89809,"BnaA03g15110D"
"888",1,89810,"BnaA03g15100D"
"889",1,89811,"BnaA03g15090D"
"890",1,89812,"BnaA03g15080D"
"891",1,89813,"BnaA03g15070D"
"892",1,89814,"BnaA03g15060D"
"893",1,89815,"BnaA03g15050D"
"894",1,89816,"BnaA03g15040D"
"895",1,89817,"BnaA03g15030D"
"896",1,89818,"BnaA03g15020D"
"897",1,89819,"BnaA03g15010D"
"898",1,89820,"BnaA03g15000D"
"899",1,89821,"BnaA03g14990D"
"900",1,89822,"BnaA03g14980D"
"901",1,89823,"BnaA03g14970D"
"902",1,89824,"BnaA03g14960D"
"903",1,89825,"BnaA03g14950D"
"904",1,89826,"BnaA03g14940D"
"905",1,89827,"BnaA03g14930D"
"906",1,89828,"BnaA03g14920D"
"907",1,89829,"BnaA03g14910D"
"908",1,89830,"BnaA03g14900D"
"909",1,89831,"BnaA03g14890D"
"910",1,89832,"BnaA03g14880D"
"911",1,89833,"BnaA03g14870D"
"912",1,89834,"BnaA03g14860D"
"913",1,90062,"BnaC05g20830D"
"914",1,90063,"BnaC05g20820D"
"915",1,90064,"BnaC05g20810D"
"916",1,90065,"BnaC05g20800D"
"917",1,90066,"BnaC05g20790D"
"918",1,90067,"BnaC05g20780D"
"919",1,90068,"BnaC05g20770D"
"920",1,90069,"BnaC05g20760D"
"921",1,90070,"BnaC05g20750D"
"922",1,90071,"BnaC05g20740D"
"923",1,90072,"BnaC05g20730D"
"924",1,90073,"BnaC05g20720D"
"925",1,90074,"BnaC05g20710D"
"926",1,90075,"BnaC05g20700D"
"927",1,90076,"BnaC05g20690D"
"928",1,90077,"BnaC05g20680D"
"929",1,90078,"BnaC05g20670D"
"930",1,90079,"BnaC05g20660D"
"931",1,90080,"BnaC05g20650D"
"932",1,90081,"BnaC05g20640D"
"933",1,90082,"BnaC05g20630D"
"934",1,90083,"BnaC05g20620D"
"935",1,90084,"BnaC05g20610D"
"936",1,90085,"BnaC05g20600D"
"937",1,90086,"BnaC05g20590D"
"938",1,90087,"BnaC05g20580D"
"939",1,90088,"BnaC05g20570D"
"940",1,90089,"BnaC05g20560D"
"941",1,90090,"BnaC05g20550D"
"942",1,90091,"BnaC05g20540D"
"943",1,90092,"BnaC05g20530D"
"944",1,90093,"BnaC05g20520D"
"945",1,90094,"BnaC05g20510D"
"946",1,90095,"BnaC05g20500D"
"947",1,90096,"BnaC05g20490D"
"948",1,90097,"BnaC05g20480D"
"949",1,90098,"BnaC05g20470D"
"950",1,90099,"BnaC05g20460D"
"951",1,90100,"BnaC05g20450D"
"952",1,90101,"BnaC05g20440D"
"953",1,90102,"BnaC05g20430D"
"954",1,90103,"BnaC05g20420D"
"955",1,90104,"BnaC05g20410D"
"956",1,90105,"BnaC05g20400D"
"957",1,90106,"BnaC05g20390D"
"958",1,90107,"BnaC05g20380D"
"959",1,90108,"BnaC05g20370D"
"960",1,90109,"BnaC05g20360D"
"961",1,90110,"BnaC05g20350D"
"962",1,90111,"BnaC05g20340D"
"963",1,90112,"BnaC05g20330D"
"964",1,90113,"BnaC05g20320D"
"965",1,90114,"BnaC05g20310D"
"966",1,90115,"BnaC05g20300D"
"967",1,90116,"BnaC05g20290D"
"968",1,90117,"BnaC05g20280D"
"969",1,90118,"BnaC05g20270D"
"970",1,90119,"BnaC05g20260D"
"971",1,90120,"BnaC05g20250D"
"972",1,90121,"BnaC05g20240D"
"973",1,90122,"BnaC05g20230D"
"974",1,90123,"BnaC05g20220D"
"975",1,90124,"BnaC05g20210D"
"976",1,90125,"BnaC05g20200D"
"977",1,90126,"BnaC05g20190D"
"978",1,90127,"BnaC05g20180D"
"979",1,90128,"BnaC05g20170D"
"980",1,90129,"BnaC05g20160D"
"981",1,90130,"BnaC05g20150D"
"982",1,90131,"BnaC05g20140D"
"983",1,90132,"BnaC05g20130D"
"984",1,90133,"BnaC05g20120D"
"985",1,90134,"BnaC05g20110D"
"986",1,90135,"BnaC05g20100D"
"987",1,90136,"BnaC05g20090D"
"988",1,90137,"BnaC05g20080D"
"989",1,90138,"BnaC05g20070D"
"990",1,90139,"BnaC05g20060D"
"991",1,90140,"BnaC05g20050D"
"992",1,90141,"BnaC05g20040D"
"993",1,90142,"BnaC05g20030D"
"994",1,90143,"BnaC05g20020D"
"995",1,90144,"BnaC05g20010D"
"996",1,90145,"BnaC05g20000D"
"997",1,90146,"BnaC05g19990D"
"998",1,90147,"BnaC05g19980D"
"999",1,90148,"BnaC05g19970D"
"1000",1,90149,"BnaC05g19960D"
"1001",1,90150,"BnaC05g19950D"
"1002",1,90151,"BnaC07g08450D"
"1003",1,90152,"BnaC07g08440D"
"1004",1,90153,"BnaC07g08430D"
"1005",1,90154,"BnaC07g08420D"
"1006",1,90155,"BnaC07g08410D"
"1007",1,90156,"BnaC07g08400D"
"1008",1,90157,"BnaC07g08390D"
"1009",1,90158,"BnaC07g08380D"
"1010",1,90159,"BnaC07g08370D"
"1011",1,90160,"BnaC07g08360D"
"1012",1,90161,"BnaC07g08350D"
"1013",1,90162,"BnaC07g08340D"
"1014",1,90163,"BnaC07g08330D"
"1015",1,90164,"BnaC07g08320D"
"1016",1,90165,"BnaC07g08310D"
"1017",1,90166,"BnaC07g08300D"
"1018",1,90167,"BnaC07g08290D"
"1019",1,90168,"BnaC07g08280D"
"1020",1,90169,"BnaC07g08270D"
"1021",1,90170,"BnaC07g08260D"
"1022",1,90171,"BnaC07g08250D"
"1023",1,90172,"BnaC07g08240D"
"1024",1,90173,"BnaC07g08230D"
"1025",1,90174,"BnaC07g08220D"
"1026",1,90175,"BnaC07g08210D"
"1027",1,90176,"BnaC07g08200D"
"1028",1,90177,"BnaC07g08190D"
"1029",1,90178,"BnaC07g08180D"
"1030",1,90179,"BnaC07g08170D"
"1031",1,90180,"BnaC07g08160D"
"1032",1,90181,"BnaC07g08150D"
"1033",1,90182,"BnaC07g08140D"
"1034",1,90183,"BnaC07g08130D"
"1035",1,90184,"BnaC07g08120D"
"1036",1,90185,"BnaC07g08110D"
"1037",1,90186,"BnaC07g08100D"
"1038",1,90187,"BnaC07g08090D"
"1039",1,90188,"BnaC07g08080D"
"1040",1,90189,"BnaC07g08070D"
"1041",1,90190,"BnaC07g08060D"
"1042",1,90191,"BnaC07g08050D"
"1043",1,90192,"BnaC07g08040D"
"1044",1,90193,"BnaC07g08030D"
"1045",1,90194,"BnaC07g08020D"
"1046",1,90195,"BnaC07g08010D"
"1047",1,90196,"BnaC07g08000D"
"1048",1,90197,"BnaC07g07990D"
"1049",1,90198,"BnaC07g07980D"
"1050",1,90199,"BnaC07g07970D"
"1051",1,90200,"BnaC07g07960D"
"1052",1,90201,"BnaC07g07950D"
"1053",1,90202,"BnaC07g07940D"
"1054",1,90203,"BnaC07g07930D"
"1055",1,90204,"BnaC07g07920D"
"1056",1,90205,"BnaC07g07910D"
"1057",1,90206,"BnaC07g07900D"
"1058",1,90207,"BnaC07g07890D"
"1059",1,90208,"BnaC07g07880D"
"1060",1,90209,"BnaC07g07870D"
"1061",1,90210,"BnaC07g07860D"
"1062",1,90211,"BnaC07g07850D"
"1063",1,90212,"BnaC07g07840D"
"1064",1,90213,"BnaC07g07830D"
"1065",1,90214,"BnaC07g07820D"
"1066",1,90215,"BnaC07g07810D"
"1067",1,90216,"BnaC07g07800D"
"1068",1,90217,"BnaC07g07790D"
"1069",1,90218,"BnaC07g07780D"
"1070",1,90219,"BnaC07g07770D"
"1071",1,90220,"BnaC07g07760D"
"1072",1,90221,"BnaC07g07750D"
"1073",1,90222,"BnaC07g07740D"
"1074",1,90223,"BnaC07g07730D"
"1075",1,90224,"BnaC07g07720D"
"1076",1,90225,"BnaC07g07710D"
"1077",1,90226,"BnaC07g07700D"
"1078",1,90227,"BnaC07g07690D"
"1079",1,90228,"BnaC07g07680D"
"1080",1,90229,"BnaC07g07670D"
"1081",1,90230,"BnaC07g07660D"
"1082",1,90231,"BnaC07g07650D"
"1083",1,90232,"BnaC07g07640D"
"1084",1,90233,"BnaC07g07630D"
"1085",1,90234,"BnaC07g07620D"
"1086",1,90235,"BnaC07g07610D"
"1087",1,90236,"BnaC07g07600D"
"1088",1,90237,"BnaC07g07590D"
"1089",1,90238,"BnaC07g07580D"
"1090",1,90239,"BnaC07g07570D"
"1091",1,90240,"BnaC07g07560D"
"1092",1,90241,"BnaC07g07550D"
"1093",1,90242,"BnaC07g07540D"
"1094",1,90243,"BnaC07g07530D"
"1095",1,90244,"BnaC07g07520D"
"1096",1,90245,"BnaC07g07510D"
"1097",1,90246,"BnaC07g07500D"
"1098",1,90247,"BnaC07g07490D"
"1099",1,90248,"BnaC07g07480D"
"1100",1,90249,"BnaC07g07470D"
"1101",1,90250,"BnaC07g07460D"
"1102",1,90251,"BnaC07g07450D"
"1103",1,90252,"BnaC07g07440D"
"1104",1,90253,"BnaC07g07430D"
"1105",1,90254,"BnaC07g07420D"
"1106",1,90255,"BnaC07g07410D"
"1107",1,90256,"BnaC07g07400D"
"1108",1,90257,"BnaC07g07390D"
"1109",1,90258,"BnaC07g07380D"
"1110",1,90259,"BnaC07g07370D"
"1111",1,90260,"BnaC07g07360D"
"1112",1,90261,"BnaC07g07350D"
"1113",1,90262,"BnaC07g07340D"
"1114",1,90263,"BnaC07g07330D"
"1115",1,90264,"BnaC07g07320D"
"1116",1,90265,"BnaC07g07310D"
"1117",1,90266,"BnaC07g07300D"
"1118",1,90267,"BnaC07g07290D"
"1119",1,90268,"BnaC07g07280D"
"1120",1,90269,"BnaC07g07270D"
"1121",1,90270,"BnaC07g07260D"
"1122",1,90271,"BnaC07g07250D"
"1123",1,90272,"BnaC07g07240D"
"1124",1,90273,"BnaC07g24940D"
"1125",1,90274,"BnaC07g24950D"
"1126",1,90275,"BnaC07g24960D"
"1127",1,90276,"BnaC07g24970D"
"1128",1,90277,"BnaC07g24980D"
"1129",1,90278,"BnaC07g24990D"
"1130",1,90279,"BnaC07g25000D"
"1131",1,90280,"BnaC07g25010D"
"1132",1,90281,"BnaC07g25020D"
"1133",1,90282,"BnaC07g25030D"
"1134",1,90283,"BnaC07g25040D"
"1135",1,90284,"BnaC07g25050D"
"1136",1,90285,"BnaC07g25060D"
"1137",1,90286,"BnaC07g25070D"
"1138",1,90287,"BnaC07g25080D"
"1139",1,90288,"BnaC07g25090D"
"1140",1,90289,"BnaC07g25100D"
"1141",1,90290,"BnaC07g25110D"
"1142",1,90291,"BnaC07g25120D"
"1143",1,90292,"BnaC07g25130D"
"1144",1,90293,"BnaC07g25140D"
"1145",1,90294,"BnaC07g25150D"
"1146",1,90295,"BnaC07g25160D"
"1147",1,90296,"BnaC07g25170D"
"1148",1,90297,"BnaC07g25180D"
"1149",1,90298,"BnaC07g25190D"
"1150",1,90299,"BnaC07g25200D"
"1151",1,90300,"BnaC07g25210D"
"1152",1,90301,"BnaC07g25220D"
"1153",1,90302,"BnaC07g25230D"
"1154",1,90303,"BnaC07g25240D"
"1155",1,90304,"BnaC07g25250D"
"1156",1,90305,"BnaC07g25260D"
"1157",1,90306,"BnaC07g25270D"
"1158",1,90307,"BnaC07g25280D"
"1159",1,90308,"BnaC07g25290D"
"1160",1,90309,"BnaC07g25300D"
"1161",1,90310,"BnaC07g25310D"
"1162",1,90311,"BnaC07g25320D"
"1163",1,90312,"BnaC07g25330D"
"1164",1,90313,"BnaC07g25340D"
"1165",1,90314,"BnaC07g25350D"
"1166",1,90315,"BnaC07g25360D"
"1167",1,90316,"BnaC07g25370D"
"1168",1,90317,"BnaC07g25380D"
"1169",1,90318,"BnaC07g25390D"
"1170",1,90319,"BnaC07g25400D"
"1171",1,90320,"BnaC07g25410D"
"1172",1,90321,"BnaC07g25420D"
"1173",1,90322,"BnaC07g25430D"
"1174",1,90323,"BnaC07g25440D"
"1175",1,90324,"BnaC07g25450D"
"1176",1,90325,"BnaC07g25460D"
"1177",1,90326,"BnaC07g25470D"
"1178",1,90327,"BnaC07g25480D"
"1179",1,90328,"BnaC07g25490D"
"1180",1,90329,"BnaC07g25500D"
"1181",1,90330,"BnaC07g25510D"
"1182",1,90331,"BnaC07g25520D"
"1183",1,90332,"BnaC07g25530D"
"1184",1,90333,"BnaC07g25540D"
"1185",1,90334,"BnaC07g25550D"
"1186",1,90335,"BnaC07g25560D"
"1187",1,90336,"BnaC07g25570D"
"1188",1,90337,"BnaC07g25580D"
"1189",1,90338,"BnaC07g25590D"
"1190",1,90339,"BnaC07g25600D"
"1191",1,90340,"BnaC07g25610D"
"1192",1,90341,"BnaC07g25620D"
"1193",1,90342,"BnaC07g25630D"
"1194",1,90343,"BnaC07g25640D"
"1195",1,90344,"BnaC07g25650D"
"1196",1,90345,"BnaC07g25660D"
"1197",1,90346,"BnaC07g25670D"
"1198",1,90347,"BnaC07g25680D"
"1199",1,90348,"BnaC07g25690D"
"1200",1,90349,"BnaC07g25700D"
"1201",1,90350,"BnaC07g25710D"
"1202",1,90351,"BnaC07g25720D"
"1203",1,90352,"BnaC07g25730D"
"1204",1,90353,"BnaC07g25740D"
"1205",1,90354,"BnaC07g25750D"
"1206",1,90355,"BnaC07g25760D"
"1207",1,90356,"BnaC07g25770D"
"1208",1,90357,"BnaC07g25780D"
"1209",1,90358,"BnaC07g25790D"
"1210",1,90359,"BnaC07g25800D"
"1211",1,90360,"BnaC07g25810D"
"1212",1,90361,"BnaC07g25820D"
"1213",1,90362,"BnaC07g25830D"
"1214",1,90363,"BnaC07g25840D"
"1215",1,90364,"BnaC07g25850D"
"1216",1,90365,"BnaC07g25860D"
"1217",1,90366,"BnaC07g25870D"
"1218",1,90367,"BnaC07g25880D"
"1219",1,90368,"BnaC07g25890D"
"1220",1,90369,"BnaC07g25900D"
"1221",1,90370,"BnaC07g25910D"
"1222",1,90371,"BnaC07g25920D"
"1223",1,90372,"BnaC07g25930D"
"1224",1,90373,"BnaC07g25940D"
"1225",1,90374,"BnaC07g25950D"
"1226",1,90375,"BnaC07g25960D"
"1227",1,90376,"BnaC07g25970D"
"1228",1,90377,"BnaC07g25980D"
"1229",1,90378,"BnaC07g25990D"
"1230",1,90379,"BnaC07g26000D"
"1231",1,90380,"BnaC07g26010D"
"1232",1,90381,"BnaC07g26020D"
"1233",1,90382,"BnaC07g26030D"
"1234",1,90383,"BnaC07g26040D"
"1235",1,90384,"BnaC07g26050D"
"1236",1,90385,"BnaC07g26060D"
"1237",1,90386,"BnaC07g26070D"
"1238",1,90387,"BnaC07g26080D"
"1239",1,90388,"BnaC07g26090D"
"1240",1,90389,"BnaC07g26100D"
"1241",1,90390,"BnaC07g26110D"
"1242",1,90391,"BnaC07g26120D"
"1243",1,90392,"BnaC07g26130D"
"1244",1,90393,"BnaC07g26140D"
"1245",1,90394,"BnaC07g26150D"
"1246",1,90395,"BnaC07g26160D"
"1247",1,90396,"BnaC07g26170D"
"1248",1,90397,"BnaC07g26180D"
"1249",1,90398,"BnaC07g26190D"
"1250",1,90399,"BnaC07g26200D"
"1251",1,90400,"BnaC07g26210D"
"1252",1,90401,"BnaC07g26220D"
"1253",1,90402,"BnaC07g26230D"
"1254",1,90403,"BnaC07g26240D"
"1255",1,90404,"BnaC07g26250D"
"1256",1,90405,"BnaC07g26260D"
"1257",1,90406,"BnaC07g26270D"
"1258",1,90407,"BnaC07g26280D"
"1259",1,90408,"BnaC07g26290D"
"1260",1,90409,"BnaC07g26300D"
"1261",1,90410,"BnaC07g26310D"
"1262",1,90411,"BnaC07g26320D"
"1263",1,90412,"BnaC07g26330D"
"1264",1,90413,"BnaC07g26340D"
"1265",1,90414,"BnaC07g26350D"
"1266",1,90415,"BnaC07g26360D"
"1267",1,90416,"BnaC07g26370D"
"1268",1,90417,"BnaC07g26380D"
"1269",1,90418,"BnaC07g26390D"
"1270",1,90419,"BnaC07g26400D"
"1271",1,90420,"BnaC07g26410D"
"1272",1,90421,"BnaC07g26420D"
"1273",1,90422,"BnaC07g26430D"
"1274",1,90423,"BnaC07g26440D"
"1275",1,90424,"BnaC07g26450D"
"1276",1,90425,"BnaC07g26460D"
"1277",1,90426,"BnaC07g26470D"
"1278",1,90427,"BnaC07g26480D"
"1279",1,90428,"BnaC07g26490D"
"1280",1,90429,"BnaC07g26500D"
"1281",1,90430,"BnaC07g26510D"
"1282",1,90431,"BnaC07g26520D"
"1283",1,90432,"BnaC07g26530D"
"1284",1,90433,"BnaC07g26540D"
"1285",1,90434,"BnaC07g26550D"
"1286",1,90435,"BnaC07g26560D"
"1287",1,90436,"BnaC07g26570D"
"1288",1,90437,"BnaC07g26580D"
"1289",1,90438,"BnaC07g26590D"
"1290",1,90439,"BnaC07g26600D"
"1291",1,90440,"BnaC07g26610D"
"1292",1,90441,"BnaC07g26620D"
"1293",1,90442,"BnaC07g26630D"
"1294",1,90443,"BnaC07g26640D"
"1295",1,90444,"BnaC07g26650D"
"1296",1,90445,"BnaC07g26660D"
"1297",1,90446,"BnaC07g26670D"
"1298",1,90447,"BnaC07g26680D"
"1299",1,90448,"BnaC07g26690D"
"1300",1,90449,"BnaC07g26700D"
"1301",1,90450,"BnaC07g26710D"
"1302",1,90451,"BnaC07g26720D"
"1303",1,90452,"BnaC07g26730D"
"1304",1,90453,"BnaC07g26740D"
"1305",1,90454,"BnaC07g26750D"
"1306",1,90455,"BnaC07g26760D"
"1307",1,90456,"BnaC07g26770D"
"1308",1,90457,"BnaC07g26780D"
"1309",1,90458,"BnaC07g26790D"
"1310",1,90459,"BnaC07g26800D"
"1311",1,90460,"BnaC07g26810D"
"1312",1,90461,"BnaC07g26820D"
"1313",1,90462,"BnaC07g26830D"
"1314",1,90463,"BnaC07g26840D"
"1315",1,90464,"BnaC07g26850D"
"1316",1,90465,"BnaC07g26860D"
"1317",1,90466,"BnaC07g26870D"
"1318",1,90467,"BnaC07g26880D"
"1319",1,90468,"BnaC07g26890D"
"1320",1,90469,"BnaC07g26900D"
"1321",1,90470,"BnaC07g26910D"
"1322",1,90471,"BnaC07g26920D"
"1323",1,90472,"BnaC07g26930D"
"1324",1,90473,"BnaC07g26940D"
"1325",1,90474,"BnaC07g26950D"
"1326",1,90475,"BnaC07g26960D"
"1327",1,90476,"BnaC07g26970D"
"1328",1,90477,"BnaC07g26980D"
"1329",1,90478,"BnaC07g26990D"
"1330",1,90479,"BnaC07g27000D"
"1331",1,90480,"BnaC07g27010D"
"1332",1,90481,"BnaC07g27020D"
"1333",1,90482,"BnaC07g27030D"
"1334",1,90483,"BnaC07g27040D"
"1335",1,90484,"BnaC07g27050D"
"1336",1,90485,"BnaC07g27060D"
"1337",1,90486,"BnaC07g27070D"
"1338",1,90487,"BnaC07g27080D"
"1339",1,90488,"BnaC07g27090D"
"1340",1,90489,"BnaC07g27100D"
"1341",1,90490,"BnaC07g27110D"
"1342",1,90491,"BnaC07g27120D"
"1343",1,90492,"BnaC07g27130D"
"1344",1,90493,"BnaC07g27140D"
"1345",1,90494,"BnaC07g27150D"
"1346",1,90495,"BnaC07g27160D"
"1347",1,90496,"BnaC07g27170D"
"1348",1,90497,"BnaC07g27180D"
"1349",1,90498,"BnaC07g27190D"
"1350",1,90499,"BnaC07g27200D"
"1351",1,90500,"BnaC07g27210D"
"1352",1,90501,"BnaC07g27220D"
"1353",1,90502,"BnaC07g27230D"
"1354",1,90503,"BnaC07g27240D"
"1355",1,90504,"BnaC07g27250D"
"1356",1,90505,"BnaC07g27260D"
"1357",1,90506,"BnaC07g27270D"
"1358",1,90507,"BnaC07g27280D"
"1359",1,90508,"BnaC07g27290D"
"1360",1,90509,"BnaC07g27300D"
"1361",1,90510,"BnaC07g27310D"
"1362",1,90511,"BnaC07g27320D"
"1363",1,90512,"BnaC07g27330D"
"1364",1,90513,"BnaC07g27340D"
"1365",1,90514,"BnaC07g27350D"
"1366",1,90515,"BnaC07g27360D"
"1367",1,90516,"BnaC07g27370D"
"1368",1,90517,"BnaA02g03860D"
"1369",1,90518,"BnaA02g03850D"
"1370",1,90519,"BnaA02g03840D"
"1371",1,90520,"BnaA02g03830D"
"1372",1,90521,"BnaA02g03820D"
"1373",1,90522,"BnaA02g03810D"
"1374",1,90523,"BnaA02g03800D"
"1375",1,90524,"BnaA02g03790D"
"1376",1,90525,"BnaA02g03780D"
"1377",1,90526,"BnaA02g03770D"
"1378",1,90527,"BnaA02g03760D"
